index,file,bbox,class,size (cm)
1151,27_05_21-B18,"[2139, 537, 477, 1918.0317395453512]",Pagellus erythrinus,23.74531886
1152,27_05_21-B18,"[2525.708225314504, 663, 560.291774685496, 1841.5749531213287]",Pagellus erythrinus,23.94306779
1153,27_05_21-B18,"[2990.468811780006, 559.9108236619495, 562.853059646322, 1884.5072365950487]",Pagellus erythrinus,24.26694071
1154,27_05_21-B28,"[1192.4193711539122, 104.2561560037437, 378.58062884608785, 2689.034732269203]",Sphyraena sphyraena,39.88007442
1155,27_05_21-B28,"[2494, 886, 371, 1427]",Pagellus erythrinus,21.89375644
1156,6_05_21-B40,"[2167.2000034678176, 414, 1154.7999965321824, 420]",Serranus scriba,15.58416541
1157,6_05_21-B40,"[937, 443.61986210559945, 1263, 390.38013789440055]",Serranus scriba,15.86561995
1158,6_05_21-B40,"[1558, 871, 1196.0852320475915, 320]",Serranus scriba,15.11012834
1159,6_05_21-B40,"[1121, 506, 308.23379366765744, 1052]",Serranus scriba,13.25041817
1160,6_05_21-B40,"[3041, 530, 367, 726]",Scorpaena porcus,10.14059245
1161,6_05_21-B40,"[3214.689514417548, 738, 441.3104855824522, 971]",Serranus scriba,13.39574308
1162,6_05_21-B40,"[2642.686271647809, 818.4926786140583, 486.313728352191, 1121.5073213859419]",Serranus scriba,15.80021621
1163,6_05_21-B40,"[863.246528793699, 922, 753.753471206301, 1030]",Serranus scriba,14.95825407
1164,6_05_21-B40,"[1325.0961766066073, 1272, 849.1219488028412, 833.5586376299066]",Serranus scriba,13.95047911
1165,6_05_21-B40,"[855, 1505, 423, 1011.4138480562215]",Serranus scriba,12.66158045
1166,6_05_21-B40,"[1350.3030388832324, 1888.4256186845894, 456.4009881518248, 691.5743813154106]",Scorpaena porcus,9.925647873
1167,6_05_21-B40,"[2029, 1371, 325, 1270]",Serranus scriba,16.39328018
1168,6_05_21-B40,"[2185, 1448, 401, 1012.4842350336894]",Serranus scriba,13.28959476
1169,6_05_21-B40,"[2611.8838839283753, 1797.5031467667657, 421.1221195973121, 836.4968532332343]",Serranus scriba,12.02706614
1170,6_05_21-B40,"[2835.0076440242187, 1837.8952931714887, 562.9923559757813, 812.1047068285113]",Scorpaena porcus,12.32303779
1171,6_05_21-B25,"[766, 695, 804, 2097]",Pagrus pagrus,25.66270736
1172,6_05_21-B25,"[1231, 346.0920066512827, 744, 2005.9079933487174]",Pagrus pagrus,23.85511038
1173,6_05_21-B25,"[2410.7860900341716, 693.795466535452, 711.2139099658284, 1862.2658457074463]",Pagrus pagrus,23.17993647
1174,6_05_21-B25,"[3089, 622.6808946362008, 589, 1891.3191053637993]",Pagrus pagrus,23.30498886
1175,6_05_21-B25,"[1856, 712, 702, 1979.5328490323668]",Pagellus erythrinus,24.31668794
1176,6_05_21-B32,"[859, 309.9667899645403, 1341.2761968395043, 436.0332100354597]",Serranus scriba,17.94600666
1177,6_05_21-B32,"[709.5053552506997, 354, 653.4946447493003, 1465.0143183842777]",Serranus scriba,19.87934359
1178,6_05_21-B32,"[799, 1176, 918, 1025]",Serranus scriba,17.15960745
1179,6_05_21-B32,"[1437.533766950253, 1998, 1258.8253318534437, 563.9291254352574]",Serranus scriba,17.16303404
1180,6_05_21-B32,"[1611.3727048058593, 799, 818.2900219204255, 1326.1376051453103]",Serranus scriba,19.20216726
1181,6_05_21-B32,"[2150, 781, 656.4857544445817, 1409]",Serranus scriba,19.77205793
1182,6_05_21-B32,"[2467, 1483, 678, 921]",Serranus scriba,14.85603529
1183,6_05_21-B32,"[3093.934172039721, 1613, 425.192318807809, 1052.5325359181647]",Serranus scriba,14.74036622
1184,6_05_21-B32,"[3104.1161500607723, 1191, 474.88384993922773, 818]",Scorpaena porcus,12.23892579
1185,6_05_21-B33,"[455, 518.9931809736305, 1436.8763925395756, 419.5566178851601]",Serranus scriba,18.17227567
1186,6_05_21-B33,"[1172, 361, 1132, 334]",Serranus scriba,14.59522543
1187,6_05_21-B33,"[1985, 380, 1295, 350]",Serranus scriba,16.48343412
1188,6_05_21-B33,"[2863, 446.35806920644086, 412, 1000.6419307935591]",Serranus scriba,13.67215092
1189,6_05_21-B33,"[2981, 394, 445, 1102.9783575876488]",Serranus scriba,15.60142917
1190,6_05_21-B33,"[2455, 719, 418, 1300]",Serranus scriba,16.41455896
1191,6_05_21-B33,"[2121.1968459430204, 398.88053636536046, 351.80315405697957, 1081.1194636346395]",Serranus scriba,14.00198377
1192,6_05_21-B33,"[597, 852, 319, 1144.1974933000133]",Serranus scriba,14.34024539
1193,6_05_21-B33,"[902, 646.6292954155555, 362, 1252.379227134079]",Serranus scriba,15.77154936
1194,6_05_21-B33,"[1159, 694, 668.7793441863078, 1233.9466811508528]",Serranus scriba,16.64130594
1195,6_05_21-B33,"[1565, 715, 488, 1213]",Serranus scriba,16.21029504
1196,6_05_21-B33,"[710.742267910481, 1955.5093405767943, 1195.105056473907, 732.4906594232057]",Serranus scriba,16.24898072
1197,6_05_21-B33,"[1774, 1237, 394, 1201.3155102917049]",Serranus scriba,15.54780619
1198,6_05_21-B33,"[2773.3166186291983, 2016.9292953977795, 502.82186950640244, 701.0707046022205]",Scorpaena porcus,10.162142
1199,6_05_21-B33,"[3019, 1985.7398520718375, 427.45159132478966, 674.3531400708825]",Scorpaena porcus,9.233562721
1200,6_05_21-B33,"[3038, 1496.8288817739676, 420.98898971021345, 694.1711182260324]",Scorpaena porcus,9.836386194
1201,6_05_21-B7,"[699, 1239.5541854527905, 486, 1587.4458145472095]",Pagellus acarne,20.42331294
1202,6_05_21-B7,"[2029.4409288178445, 2095.827040704081, 1005.5590711821555, 708.5002483282638]",Pagellus acarne,15.07402035
1203,6_05_21-B7,"[3025.2863740726443, 1341, 356.7136259273557, 1268]",Pagellus acarne,16.8164196
1204,6_05_21-B7,"[1804.7855940962206, 913, 553.2144059037794, 1681]",Pagellus erythrinus,22.7265823
1205,6_05_21-B7,"[2617.888945888495, 960, 749.0144192898929, 1198]",Spicara maena,17.7499836
1206,6_05_21-B7,"[1087.334640371243, 925.1422164381786, 1201.665359628757, 301.8577835618214]",Pagellus acarne,15.4707703
1207,6_05_21-B7,"[2555.40978770628, 895, 1097.59021229372, 285]",Pagellus acarne,14.23710258
1208,6_05_21-B7,"[2042.6904469201054, 698.8182075262366, 1146.3095530798946, 311.1817924737634]",Pagellus acarne,14.62249214
1209,6_05_21-B7,"[1799, 324, 1145, 414]",Pagellus acarne,14.9396054
1210,6_05_21-B7,"[997.1785087184683, 717, 1050.8214912815317, 290]",Pagellus acarne,13.26120411
1211,6_05_21-B36,"[599, 325, 720, 2187.8121670211876]",Symphodus tinca M,27.70363038
1212,6_05_21-B36,"[2082, 320, 729, 2384]",Symphodus tinca M,30.86304836
1213,6_05_21-B36,"[2856, 370, 653.5303719144472, 2132.528553420531]",Symphodus tinca M,28.46934325
1214,6_05_21-B3,"[950, 1763, 1013, 432]",Sepia officinalis,6.722034882
1215,6_05_21-B3,"[709, 981, 1590, 902.9217218948515]",Sepia officinalis,12.08554943
1216,6_05_21-B3,"[2286, 558, 766, 1300.276426891652]",Sepia officinalis,9.579970152
1217,6_05_21-B3,"[2629, 516, 865, 1572]",Sepia officinalis,11.54622283
1218,6_05_21-B3,"[1270, 367, 1178, 672]",Sepia officinalis,9.806627711
1219,6_05_21-B19,"[891, 300, 1618, 398.3991581462933]",Spicara maena,19.30157998
1220,6_05_21-B19,"[2004, 514.6899764154061, 1080.8895197311854, 355.31002358459386]",Diplodus anularis,13.30460948
1221,6_05_21-B19,"[2553.8990777507674, 985, 952.1009222492326, 438]",Diplodus anularis,12.80492634
1222,6_05_21-B19,"[707, 2349, 1135, 422]",Diplodus anularis,13.91179063
1223,6_05_21-B19,"[1284.6272169505617, 1916.0693007241098, 890.1178989848702, 778.9306992758902]",Diplodus anularis,13.72653227
1224,6_05_21-B19,"[1735.9512964236258, 1935.0056434385242, 809.6475319055833, 754.395075374403]",Diplodus anularis,13.07497444
1225,6_05_21-B19,"[1992.639938550385, 1983.1771022821795, 1047.6679212188328, 697.5041141115103]",Diplodus anularis,15.10245668
1226,6_05_21-B19,"[2211.061508101792, 1580.0037132507405, 899.9520293462697, 609.9962867492595]",Diplodus anularis,12.67306248
1227,6_05_21-B19,"[2838.713360535722, 1644.1727527334706, 521.1039454614815, 1015.8272472665294]",Diplodus anularis,14.64178266
1228,6_05_21-B37,"[619, 680, 1071.4141650123177, 1613.3279791190498]",Symphodus tinca M,23.08181841
1229,6_05_21-B37,"[878.636601043921, 66, 1296.9644603333027, 1592.164036232532]",Symphodus tinca H,23.94117334
1230,6_05_21-B37,"[2041, 742, 631.6213187645822, 1916.3233024080464]",Symphodus tinca M,24.53545042
1231,6_05_21-B1,"[462, 492, 1076.201785107658, 1621]",Sepia officinalis,11.68945288
1232,6_05_21-B1,"[1441, 543, 710, 1454]",Sepia officinalis,10.84374992
1233,6_05_21-B1,"[2502, 566, 1022, 1699]",Sepia officinalis,14.04247815
1234,6_05_21-B11,"[519, 389.36138927313505, 1213.4726463284385, 240.63861072686495]",Serranus scriba,14.56725529
1235,6_05_21-B11,"[590, 984.9370052723513, 1008.7849386197317, 710.1451275174671]",Scorpaena porcus,13.81934292
1236,6_05_21-B11,"[2993, 491.68769507348384, 477, 1067.3123049265162]",Serranus scriba,15.29935479
1237,6_05_21-B11,"[2851, 781.111541284175, 269, 977.888458715825]",Serranus scriba,12.84962279
1238,6_05_21-B11,"[2271, 1352.1444914405051, 739, 771.2289234300865]",Serranus scriba,13.24933889
1239,6_05_21-B11,"[1776, 1326, 862.5126791674047, 912.4904080342835]",Serranus scriba,15.25469272
1240,6_05_21-B11,"[1382.1257018970819, 1124.752252875945, 1023.8742981029181, 1000.2073243976115]",Serranus scriba,17.2231447
1241,6_05_21-B11,"[1753.9891793288039, 1609.7409853964934, 893.0108206711961, 779.2590146035066]",Serranus scriba,14.47583449
1242,6_05_21-B11,"[2520.421197286122, 1856, 884.5788027138778, 817.490736501331]",Serranus scriba,15.8133764
1243,6_05_21-B11,"[1790.559512195818, 1949, 876.4404878041821, 997]",Serranus scriba,16.10569799
1244,6_05_21-B11,"[642.0368934124244, 1948, 923.199759185108, 712.0891056663982]",Serranus scriba,13.77897822
1245,6_05_21-B11,"[654, 1439.2507685648097, 1030.9317355452474, 812.7492314351903]",Serranus scriba,15.90943956
1246,6_05_21-B21,"[705.9610964254693, 98, 833.0389035745307, 2364.770644804322]",Pagellus erythrinus,29.98391243
1247,6_05_21-B21,"[1567, 226, 625, 2052.549720880186]",Pagrus pagrus,26.96120857
1248,6_05_21-B21,"[2312, 459, 727, 1828]",Pagrus pagrus,24.74967121
1249,6_05_21-B21,"[2993, 383, 620, 1787.8988293953744]",Pagrus pagrus,24.36286213
1250,6_05_21-B34,"[670.0140353254471, 297, 1885.9859646745529, 602]",Serranus scriba,22.77874092
1251,6_05_21-B34,"[2448.6173459456204, 362, 1124.1868199326523, 337.9915636238402]",Serranus scriba,14.29962902
1252,6_05_21-B34,"[2285, 649, 1230.4745656681393, 396.98092943727556]",Serranus scriba,15.52969314
1253,6_05_21-B34,"[956, 768, 1661.410927714534, 920.1093084940342]",Serranus scriba,20.95226637
1254,6_05_21-B34,"[868.8456492143634, 889, 706.1543507856366, 874.9884812219941]",Scorpaena porcus,12.19654224
1255,6_05_21-B34,"[502.07973764896974, 928.0321051947127, 332.92026235103026, 847.5261437857572]",Scorpaena porcus,9.805390081
1256,6_05_21-B34,"[1210, 1918.6189982600042, 1335, 404.3810017399958]",Serranus scriba,15.75194068
1257,6_05_21-B2,"[632, 607, 852, 1512]",Sepia officinalis,11.22249364
1258,6_05_21-B2,"[1273, 824, 794, 1788]",Sepia officinalis,12.00191518
1259,6_05_21-B2,"[1856.7616026659555, 814, 810.2383973340445, 1199.8235711474176]",Sepia officinalis,10.94874336
1260,6_05_21-B2,"[2192, 441.59693230623947, 725, 987.6404121507767]",Sepia officinalis,10.85868063
1261,6_05_21-B12,"[3278, 1001.4692176548702, 244, 1168.5307823451299]",Pagellus acarne,14.40320406
1262,6_05_21-B12,"[2485.6067252819944, 1000, 786.3932747180056, 1005.5166543126634]",Pagellus acarne,14.41534207
1263,6_05_21-B12,"[2608, 1211.7715547125604, 585, 1029.3626462770271]",Pagellus acarne,14.24262943
1264,6_05_21-B12,"[1906, 2369.910150133937, 1278, 423.0898498660631]",Pagellus acarne,15.77742071
1265,6_05_21-B12,"[1896.7813371381071, 1690.9744792917218, 1052.2186628618929, 512.0255207082782]",Pagellus acarne,13.62881245
1266,6_05_21-B12,"[2129.24623571106, 684.8811990003725, 547.7446635681504, 1210.2629827960513]",Pagellus acarne,15.19822268
1267,6_05_21-B12,"[1058, 2439.26389202337, 1140, 279.73610797663014]",Pagellus acarne,13.39230474
1268,6_05_21-B12,"[1209, 2128, 1270.2885822187081, 355]",Pagellus acarne,15.16395906
1269,6_05_21-B12,"[1466, 1715, 1007.7863979671447, 547]",Pagellus acarne,13.14697457
1270,6_05_21-B12,"[1613.3770204173188, 808.042660790284, 510.8949819374734, 988.0516160111512]",Pagellus acarne,12.72970848
1271,6_05_21-B12,"[797.7849873756312, 283, 1032.481412166087, 638]",Pagellus acarne,13.81797233
1272,6_05_21-B12,"[597.870786836004, 652, 1047.198775640436, 623]",Pagellus acarne,13.6757001
1273,6_05_21-B12,"[572.0474639029346, 1191.4829763253213, 1239.1319012978113, 642.5170236746787]",Pagellus acarne,15.35328066
1274,6_05_21-B12,"[578.3850265131068, 1599, 1332.1556606581787, 574.8930169959144]",Spicara maena,16.6501808
1275,6_05_21-B6,"[744, 2162.34235306675, 1074.941544517976, 288.4324578113442]",Pagellus acarne,14.5436836
1276,6_05_21-B6,"[1182, 1935, 905, 516.4647866372784]",Pagellus acarne,14.26473302
1277,6_05_21-B6,"[1793.2832314822672, 1923, 1173.980122859703, 631]",Pagellus erythrinus,18.15717889
1278,6_05_21-B6,"[2295, 1957.6341168512859, 872.429464644561, 602.3658831487141]",Pagellus acarne,14.83976614
1279,6_05_21-B6,"[1569.1002647805715, 1570.3076766164097, 1409.8997352194285, 573.6923233835903]",Mullus barbatus,20.29784625
1280,6_05_21-B6,"[888, 327, 355, 1279.3489332243837]",Mullus barbatus,17.60348382
1281,6_05_21-B6,"[997, 993.7423052866131, 529, 1046.8422931949922]",Spicara maena,15.34256165
1282,6_05_21-B6,"[1018.1096438380146, 341.6623364980597, 683.8903561619854, 1740.9287171177007]",Sphyraena sphyraena,28.27892118
1283,6_05_21-B6,"[1889, 416, 1073.356061766252, 282.00630538297185]",Pagellus acarne,15.38425426
1284,6_05_21-B6,"[1199.975374905108, 320.77140147449245, 2697.024625094892, 591.2285985255076]",Sphyraena sphyraena,38.82867376
1285,6_05_21-B6,"[2628, 1791.9636143655625, 948.270138122441, 1073.0363856344375]",Mullus barbatus,19.74540154
1286,6_05_21-B6,"[2215.953603221708, 899.3107092689456, 852.0463967782921, 969.6892907310544]",Spicara maena,17.33596433
1287,6_05_21-B4,"[661.7795885945329, 276.9628112283585, 237.22041140546708, 2248.6984229880427]",Sphyraena sphyraena,26.68819612
1288,6_05_21-B4,"[949.6444918499468, 1162.941854333722, 1725.9999999999864, 536.058145666278]",Pagellus erythrinus,21.36563459
1289,6_05_21-B4,"[716, 81.0347295959748, 1087, 1784.9719777064333]",Pagellus erythrinus,24.11983549
1290,6_05_21-B13,"[644, 2059, 1304, 677]",Sepia officinalis,9.707200722
1291,6_05_21-B13,"[1488, 1659, 400.12054291022014, 641]",Sepia officinalis,5.956058018
1292,6_05_21-B13,"[1260, 1395, 485.6578626380151, 627.0972410716283]",Sepia officinalis,5.601927412
1293,6_05_21-B13,"[1682.7500123897669, 1158.1102785745895, 898.2499876102331, 1347.8897214254105]",Sepia officinalis,10.14598928
1294,6_05_21-B13,"[491, 662, 1548, 1346]",Sepia officinalis,12.1574995
1295,6_05_21-B13,"[2405, 447, 1130, 891]",Sepia officinalis,10.03601948
1296,6_05_21-B13,"[2866, 1134.097649411157, 712, 632.9023505888431]",Sepia officinalis,5.771770741
1297,6_05_21-B13,"[2043, 809, 1238, 1506]",Sepia officinalis,12.93462431
1298,6_05_21-B24,"[2684, 347.04000190383226, 788, 1805.0751568343946]",Pagellus erythrinus,23.7933705
1299,6_05_21-B24,"[2325, 561.4436165110895, 721, 1836.5563834889103]",Pagrus pagrus,22.46899761
1300,6_05_21-B24,"[1746, 415, 666, 1767]",Pagrus pagrus,21.8893049
1301,6_05_21-B24,"[1229, 305.0315339687377, 764, 2207.5686384641367]",Pagrus pagrus,26.16777912
1302,6_05_21-B24,"[525, 502, 682, 2200.5979069775976]",Pagellus erythrinus,26.01270764
1303,6_05_21-B35,"[703, 2294.0396445808196, 1138, 294.96035541918036]",Serranus scriba,13.3495395
1304,6_05_21-B35,"[960, 1362, 403, 666.7559850701855]",Scorpaena porcus,9.914049787
1305,6_05_21-B35,"[747, 1057, 532, 1031]",Serranus scriba,14.17271762
1306,6_05_21-B35,"[649.7436041944663, 665, 442.25639580553366, 1192]",Serranus scriba,14.99476888
1307,6_05_21-B35,"[1247, 752, 422.8208507708423, 1192]",Serranus scriba,15.30743953
1308,6_05_21-B35,"[1493, 328, 1108, 384]",Serranus scriba,13.91583034
1309,6_05_21-B35,"[1309, 633, 1082.451194583337, 411]",Serranus scriba,13.90510715
1310,6_05_21-B35,"[1638.2584872449145, 1014.2627741088488, 411.7415127550855, 1108.6369099857932]",Serranus scriba,14.65866665
1311,6_05_21-B35,"[1793, 1030, 637, 1080]",Serranus scriba,15.53318477
1312,6_05_21-B35,"[2296, 1256, 428, 1337.9679721848265]",Serranus scriba,17.73024602
1313,6_05_21-B35,"[2406.8608382559937, 587.276611175525, 476.1391617440063, 1462.7105240630563]",Serranus scriba,18.91355812
1314,6_05_21-B35,"[3132, 1335, 338, 1030]",Serranus scriba,13.3291046
1315,6_05_21-B35,"[2760, 533, 375, 1025]",Serranus scriba,13.62226157
1316,6_05_21-B35,"[2918, 253, 299, 1040]",Serranus scriba,14.0778408
1317,6_05_21-B35,"[3159, 514, 377, 1226]",Serranus scriba,16.52540094
1318,6_05_21-B22,"[665, 689.3513312242297, 687, 1975.9668722773163]",Pagrus pagrus,25.05373326
1319,6_05_21-B22,"[1448, 329.43684071322195, 768, 2054.1280036133703]",Pagrus pagrus,25.48859152
1320,6_05_21-B22,"[2190.417377315035, 341.4085117778502, 693.5826226849649, 1965.5914882221498]",Pagrus pagrus,24.29733888
1321,6_05_21-B22,"[2918, 706.0424326643904, 875.3487704594577, 1913.7528924638102]",Pagrus pagrus,27.23614339
1322,6_05_21-B38,"[871.2277360326627, 172, 573.7722639673373, 1657]",Symphodus tinca H,24.25388805
1323,6_05_21-B38,"[1003.5417271399507, 2129, 1820.4582728600494, 606]",Symphodus tinca M,25.67493774
1324,6_05_21-B38,"[1720.4612714589784, 625.7444927036834, 1370.395836281229, 901.7370229913026]",Symphodus tinca H,22.643769
1325,6_05_21-B38,"[2632.634305126453, 645.3330935748522, 795.1150423675217, 1384.6603741786826]",Symphodus tinca M,22.74541911
1326,6_05_21-B23,"[573, 464, 719.9412053847723, 2048]",Pagrus pagrus,25.14586216
1327,6_05_21-B23,"[1316, 575, 702, 2142]",Pagrus pagrus,27.73659573
1328,6_05_21-B23,"[2290, 283, 607, 2107]",Pagrus pagrus,26.55962775
1329,6_05_21-B23,"[2951.8850928341167, 765, 572.1149071658833, 1861.2901710429492]",Pagrus pagrus,23.91806627
1330,6_05_21-B29,"[650, 1566, 825, 1178.4098346677752]",Sepia officinalis,9.669929837
1331,6_05_21-B29,"[1935, 1451, 413, 876]",Sepia officinalis,7.23587239
1332,6_05_21-B29,"[2306, 1339, 409.0448180068447, 982]",Sepia officinalis,7.484819
1333,6_05_21-B29,"[2812.8742262725495, 1342, 679.1257737274505, 809]",Sepia officinalis,6.9754204
1334,6_05_21-B29,"[2675.324570646157, 1425.1568573114766, 516.6754293538429, 1095.8431426885234]",Sepia officinalis,7.94456923
1335,6_05_21-B10,"[1797, 2016, 1365, 490]",Mullus barbatus,17.1297487
1336,6_05_21-B10,"[1603, 2272.608530638076, 1422, 337.391469361924]",Mullus barbatus,17.75383948
1337,6_05_21-B17,"[1763, 496, 923, 2150.1932479130373]",Pagellus erythrinus,30.32632004
1338,6_05_21-B26,"[714, 585, 628.8106135669816, 1916]",Pagrus pagrus,24.68456533
1339,6_05_21-B26,"[1476, 559, 721, 1920]",Pagrus pagrus,25.18550836
1340,6_05_21-B26,"[2130, 581, 725, 2104]",Pagellus erythrinus,27.81524768
1341,6_05_21-B26,"[2856.581413510392, 757.1468268800146, 635.4185864896081, 1836.9037007431093]",Pagrus pagrus,24.34215088
1342,6_05_21-B18,"[886.9954983327098, 498.12638083606106, 2927.450026888548, 2299.0445237344625]",Sphyraena sphyraena,63.62218505
1343,6_05_21-B45,"[1781.394434268757, 343, 905.6055657312429, 679.8197447683842]",Serranus scriba,13.80320001
1344,6_05_21-B45,"[1437.2777125763253, 487.7592618383283, 1449.7222874236747, 923.445498641255]",Serranus scriba,20.40779467
1345,6_05_21-B45,"[1077, 323, 936, 1390]",Serranus scriba,20.03078242
1346,6_05_21-B45,"[1429.4731427007896, 1208.9341756957576, 643.5268572992104, 1612.0658243042424]",Serranus scriba,20.20446985
1347,21_06_21-B3,"[494.15659667010294, 648.4895108962133, 995.8888815904331, 666.6617066305395]",Serranus scriba,13.15471302
1348,21_06_21-B3,"[671.0200462677952, 614.5859487931187, 849.4379293768612, 894.8138871427192]",Serranus scriba,14.02833265
1349,21_06_21-B3,"[1355.8004448284933, 1584.5724250705512, 611.458740583081, 1005.710945549707]",Serranus scriba,13.38180063
1350,21_06_21-B3,"[1735, 1742, 404.18405942115305, 887]",Scorpaena porcus,11.02135545
1351,21_06_21-B3,"[2084, 1910, 247.3721556256378, 843]",Scorpaena porcus,10.26885772
1352,21_06_21-B3,"[2484.743479143082, 2172.4771180273046, 752.6558112920279, 656.2887336663725]",Serranus scriba,11.83063489
1353,21_06_21-B3,"[2281, 1806.3923441938493, 748.1329181602891, 458.3221369566402]",Scorpaena porcus,11.02422818
1354,21_06_21-B3,"[2836.410372411528, 1304.1598524750423, 401.3976435667828, 964.0285272972976]",Serranus scriba,13.42811508
1355,21_06_21-B3,"[2124.440463674543, 737, 780.6915228453545, 938.2552385444228]",Serranus scriba,14.01831348
1356,21_06_21-B3,"[1925.2373030007102, 993.3074719702621, 314.7626969992898, 1088.6925280297378]",Serranus scriba,13.11349837
1357,21_06_21-B3,"[1089.9169823726786, 1203, 921.2855379549219, 820.4775575273588]",Serranus scriba,13.15719296
1358,21_06_21-B1,"[739.3955017468747, 418.572644356611, 528.1270575497249, 1111.1743042789722]",Serranus scriba,12.8803132
1359,21_06_21-B1,"[1282.642447392277, 390.58087386155273, 1029.286452725385, 815.7499307921734]",Serranus scriba,14.48486533
1360,21_06_21-B1,"[934.8633905022235, 174.19212821016328, 1213.6347758713687, 367.3073710469501]",Serranus scriba,13.61287068
1361,21_06_21-B1,"[2263, 208.025113575963, 752.7172917133062, 909.1342100550713]",Serranus scriba,13.21714806
1362,21_06_21-B1,"[2828.0473884956205, 414.4010536588257, 473.60657864982295, 649.7921788131771]",Scorpaena porcus,9.282155647
1363,21_06_21-B1,"[2230, 1124.1662597367529, 1221.1837699567764, 581.45382170826]",Serranus scriba,14.70232548
1364,21_06_21-B1,"[3015.0104552667417, 1228.0052763863619, 751.6349255664045, 1049.5003682444908]",Serranus scriba,14.17642037
1365,21_06_21-B1,"[3146.3980156519833, 1688.9285680058197, 391.6613693086324, 1252.3023717699953]",Serranus scriba,14.11742722
1366,21_06_21-B1,"[1574.1159050351803, 1003.5479175929472, 1175.9999999999986, 711.9999999999993]",Diplodus anularis,15.33596895
1367,21_06_21-B1,"[1794, 1521.1757051526367, 647.201241057669, 1171.8242948473633]",Scorpaena porcus,14.220945
1368,21_06_21-B1,"[1172.7214660240136, 985.323354782488, 986.1749782656823, 749.0618687373214]",Serranus scriba,14.060164
1369,21_06_21-B1,"[495.5078285937127, 1436.831358636051, 1251.0282087200108, 463.4225140203266]",Serranus scriba,14.3207091
1370,21_06_21-B1,"[442.33677743557723, 1463.1867594004893, 461.19789513919784, 1220.2036148219504]",Diplodus anularis,13.32164988
1371,21_06_21-B1,"[1039.753269138554, 1690.5565037479805, 1166.4471585530869, 587.5806391003812]",Diplodus anularis,14.46713233
1372,21_06_21-B5,"[2700.059141457819, 400.88017435618485, 928.0552556737971, 556.072231198083]",Pagellus acarne,13.80171893
1373,21_06_21-B5,"[584.5246817983983, 348.83707773367837, 2853.458801495516, 874.3093395366275]",Sphyraena sphyraena,41.34177861
1374,21_06_21-B5,"[870.221963467181, 586.0667528940081, 835.9999999999925, 915.5785962035021]",Pagellus acarne,15.85961176
1375,21_06_21-B5,"[1420.322777949641, 1236.5521473902227, 462.32284873954063, 1099.7918961483265]",Pagellus acarne,15.92739317
1376,21_06_21-B5,"[895.8104778332455, 2037.7274005658, 1064.1430260555321, 397.7506698708935]",Pagellus acarne,13.87914287
1377,21_06_21-B5,"[1866.138464214958, 1044, 620.1122169100306, 1632.1886149411735]",Pagellus acarne,22.35262348
1378,21_06_21-B5,"[2180.2653329484847, 1328.887635605816, 409.83250290779324, 1113.378299566171]",Spicara maena,15.18496857
1379,21_06_21-B5,"[2286.8316396982655, 1093.003085038722, 499.17822083685087, 1392.7322309344127]",Pagellus acarne,20.31444074
1380,21_06_21-B5,"[2672.729609997958, 994.7509915816927, 404.7218867317033, 1336.13663975809]",Pagellus acarne,18.01513369
1381,21_06_21-B5,"[3091.519503423888, 980.0247321074047, 410.8084976761106, 963.5326581857865]",Pagellus acarne,14.20387474
1382,21_06_21-B4,"[804, 599.5130948648944, 1012.8818330727102, 2061.988647191248]",Pagrus pagrus,26.1878809
1383,21_06_21-B4,"[2431.3134755456763, 610, 856.9778319040756, 2101.495489552593]",Pagrus pagrus,27.56049889
1384,18_05_21-B20,"[1824.306906832808, 544.0852956619001, 1327.7306468693102, 2476.660233293553]",Sphyraena sphyraena,35.12896652
1385,18_05_21-B20,"[1870.8188276334074, 446.2743326785868, 1187.593789025888, 2120.0021357817504]",Sphyraena sphyraena,34.03064869
1386,18_05_21-B20,"[2830, 329.0177220751582, 715.7846206921822, 1862.2156330307778]",Pagellus erythrinus,25.44390747
1387,18_05_21-B25,"[1136.058328665834, 1980, 1682.7759228258494, 498]",Symphodus tinca M,20.83274975
1388,18_05_21-B25,"[1105, 352.9698214502016, 1101.2486566245661, 1892.1659825502181]",Symphodus tinca M,26.17085162
1389,18_05_21-B25,"[1721.3969921644375, 303.2029493987274, 461.7852487267337, 1628.3753600529076]",Symphodus tinca H,19.89251746
1390,18_05_21-B25,"[2126.402188524162, 546.2782899003771, 512.5978114758382, 1804.1813545631092]",Symphodus tinca M,21.61711566
1391,18_05_21-B25,"[2524.87069185938, 410, 515.6915942302521, 1754.351893292002]",Symphodus tinca H,21.38247931
1392,18_05_21-B25,"[2885.3739370026465, 331.40411963766417, 445.62606299735353, 1432.826679442952]",Symphodus tinca H,17.54780429
1393,18_05_21-B25,"[3063.4257804485687, 579.9627524961793, 594.049208348541, 1441.259515953929]",Symphodus tinca M,18.67203922
1394,18_05_21-B32,"[1070, 210.04791249639612, 1819, 530.9520875036039]",Pagellus erythrinus,21.79609773
1395,18_05_21-B32,"[547.5962245750992, 795.4971919330056, 1232.4871783814283, 1959.0738605057682]",Pagellus erythrinus,23.08507495
1396,18_05_21-B32,"[1696, 1851, 1455.8837484411033, 835.7214128535466]",Pagellus erythrinus,19.17161205
1397,18_05_21-B32,"[2727.417976985379, 529.4180664400184, 509.36234016083836, 1831.0117602257446]",Pagellus erythrinus,21.1530401
